Topic1,Topic2,Edge Weight,Positive Sentiment,Negative Sentiment
Coronavirus,Tyler Perry,-1,0.29352317843273107,0.706476761567269
Cardi B,Twitter,-1,0.02400348130562964,0.9759965066943703
Basketball,Los Angeles Clippers,-2,0.8026744090715043,1.1973256009284956
Los Angeles Clippers,NBA,-2,0.8026744090715043,1.1973256009284956
Joe Biden,World Series,1,0.5639200378516162,0.4360799571483839
Business Leaders,In Memoriam,-1,0.35952824985611836,0.6404717591438818
Business Leaders,Samsung,-1,0.35952824985611836,0.6404717591438818
In Memoriam,Samsung,-1,0.35952824985611836,0.6404717591438818
Football,Kentucky,-2,0.8743717491594166,1.1256282408405833
Kentucky,Ohio,-1,0.29881182691330055,0.7011881730866993
Disney,TV,-4,1.6780628674802252,2.3219371615197755
Latino,TV,-1,0.46488624393082556,0.5351137090691744
Disney,Latino,-1,0.46488624393082556,0.5351137090691744
Coronavirus,TV,-1,0.012130348115808567,0.9878696218841914
Greece,Movies,1,0.6009204405097861,0.39907954949021396
Japan,Movies,1,0.7175499436789808,0.2824501143210192
Asia,Japan,1,0.7175499436789808,0.2824501143210192
TV,The Masked Singer,-3,0.6803800199218437,2.3196199650781564
Dave Chappelle,TV,1,0.7273683269079981,0.2726316830920018
Saturday Night Live,TV,-3,1.4772493937763793,1.5227505772236207
Dave Chappelle,Saturday Night Live,1,0.7273683269079981,0.2726316830920018
Amazon,Brexit,-1,0.2648304385847321,0.735169571415268
Amazon,World Politics,-1,0.2648304385847321,0.735169571415268
Amazon,United Kingdom,-1,0.2648304385847321,0.735169571415268
Brexit,World Politics,-17,3.2486895300520637,13.751310440947938
Brexit,United Kingdom,-2,0.3439910834842549,1.6560089465157453
United Kingdom,World Politics,-2,0.3439910834842549,1.6560089465157453
TV,Trump,-1,0.06744562797195965,0.9325543750280404
TV,Warner Bros,1,0.8128569122150412,0.18714310478495882
Movies,Taiwan,1,0.9619598412017418,0.03804015079825807
Asia,Taiwan,1,0.9619598412017418,0.03804015079825807
Asia,Coronavirus,-2,0.12527106592040893,1.874728920079591
Buffalo Bills,NFL,-6,2.7995063877575714,3.200493559242429
Josh Allen,NFL,3,2.68686475376929,0.31313523723071013
NFL,Sports Figures,11,5.657886345447961,4.342113532552038
Buffalo Bills,Football,-6,2.7995063877575714,3.200493559242429
Buffalo Bills,Josh Allen,1,0.9624644208016003,0.03753557919839971
Buffalo Bills,Sports Figures,1,0.9624644208016003,0.03753557919839971
Football,Josh Allen,3,2.68686475376929,0.31313523723071013
Josh Allen,Sports Figures,3,2.68686475376929,0.31313523723071013
BTS,TV,1,0.6403442154082387,0.3596558285917615
Katy Perry,TV,1,0.6403442154082387,0.3596558285917615
BTS,Disney,1,0.6403442154082387,0.3596558285917615
BTS,Katy Perry,1,0.6403442154082387,0.3596558285917615
Disney,Katy Perry,1,0.6403442154082387,0.3596558285917615
India,Movies,2,0.786247293139771,0.213752738860229
Asia,India,1,0.786247293139771,0.213752738860229
Holidays,Thanksgiving,-6,2.484377520595546,3.515622615404454
Business Leaders,Netflix,2,1.0051179294208796,0.9948821685791203
Coronavirus,Spain,-1,0.01941688026282765,0.9805831117371724
Elvis Presley,Harry Styles,1,0.5822242053087726,0.4177758466912273
Holidays,Music,2,1.2044526233447121,0.7955473146552878
Music,Thanksgiving,-1,0.3068228885437805,0.6931770964562195
Elvis Presley,Holidays,-1,0.3068228885437805,0.6931770964562195
Elvis Presley,Thanksgiving,-1,0.3068228885437805,0.6931770964562195
Boxing,Roy Jones Jr.,1,0.7608600896219964,0.23913998537800368
Boxing,Mike Tyson,1,0.7608600896219964,0.23913998537800368
Boxing,Sports Figures,-3,1.4394028556397376,1.5605971293602625
Mike Tyson,Roy Jones Jr.,1,0.7608600896219964,0.23913998537800368
Roy Jones Jr.,Sports Figures,1,0.7608600896219964,0.23913998537800368
Mike Tyson,Sports Figures,1,0.7608600896219964,0.23913998537800368
Coronavirus,Holidays,-2,0.2158331096066362,1.7841668983933636
Coronavirus,Thanksgiving,-1,0.20256615795659794,0.797433872043402
Christianity,Coronavirus,1,0.7374052789143092,0.26259468808569086
Fortnite,Gaming,-5,2.2293759465281324,2.7706239294718675
Fortnite,TV,-1,0.17275350237124315,0.8272464976287569
Gaming,TV,-1,0.17275350237124315,0.8272464976287569
European Football,FIFA,-6,2.3639639021242886,3.636035992875711
European Football,Gaming,1,0.855625482158123,0.14437446184187705
European Football,PS5,1,0.855625482158123,0.14437446184187705
European Football,Xbox,1,0.855625482158123,0.14437446184187705
European Football,Microsoft,1,0.855625482158123,0.14437446184187705
FIFA,Gaming,1,0.855625482158123,0.14437446184187705
FIFA,PS5,1,0.855625482158123,0.14437446184187705
FIFA,Xbox,1,0.855625482158123,0.14437446184187705
FIFA,Microsoft,1,0.855625482158123,0.14437446184187705
Gaming,PS5,6,4.280086239613766,1.719913647386234
Gaming,Xbox,8,4.938079231231342,2.061920554768659
Gaming,Microsoft,6,4.070799792858198,0.9292000261418019
PS5,Xbox,3,2.145813024586042,0.8541868614139574
Microsoft,PS5,3,2.145813024586042,0.8541868614139574
Microsoft,Xbox,6,4.070799792858198,0.9292000261418019
Miley Cyrus,TikTok,-1,0.26403628552489344,0.7359637204751066
Drew Brees,Sports Figures,1,0.8723926484195177,0.12760734058048223
Drew Brees,Football,1,0.8723926484195177,0.12760734058048223
Drew Brees,NFL,1,0.8723926484195177,0.12760734058048223
Drew Brees,San Francisco,1,0.8723926484195177,0.12760734058048223
Drew Brees,San Francisco 49ers,1,0.8723926484195177,0.12760734058048223
Drew Brees,Josh Allen,1,0.8723926484195177,0.12760734058048223
San Francisco,Sports Figures,1,0.8723926484195177,0.12760734058048223
San Francisco 49ers,Sports Figures,1,0.8723926484195177,0.12760734058048223
Football,San Francisco,4,2.138330949433421,1.861668989566579
Football,San Francisco 49ers,5,2.7535633053211197,2.24643666367888
NFL,San Francisco,4,2.138330949433421,1.861668989566579
NFL,San Francisco 49ers,5,2.7535633053211197,2.24643666367888
San Francisco,San Francisco 49ers,4,2.138330949433421,1.861668989566579
Josh Allen,San Francisco,1,0.8723926484195177,0.12760734058048223
Josh Allen,San Francisco 49ers,1,0.8723926484195177,0.12760734058048223
Gaming,Playstation,4,2.184614025019459,0.815386071480541
PS5,Playstation,2,1.242179877259041,0.7578201637409587
Android,Google,6,2.0209718202346054,1.9790281827653948
Brexit,European Union,-2,0.10959129260198701,1.8904087373980132
European Union,World Politics,-2,0.10959129260198701,1.8904087373980132
Coronavirus,New York,-11,4.264152995376962,6.735846884623037
Football,Louisiana State University,-2,0.47305682730731224,1.5269432026926877
Academia,Louisiana State University,-3,1.3717968353554495,1.6282032066445504
Football,Georgia,1,0.5847368027300371,0.41526324726996267
Football,Hawaii,1,0.5847368027300371,0.41526324726996267
Georgia,Hawaii,1,0.5847368027300371,0.41526324726996267
Coronavirus,Moderna,-1,0.03846249850409347,0.9615375214959064
Moderna,New York,-1,0.03846249850409347,0.9615375214959064
Business Leaders,Coronavirus,2,1.0837563119366873,0.9162436700633129
Football,Oregon,1,0.8745740325900403,0.12542600840995963
NFL,Oregon,1,0.8745740325900403,0.12542600840995963
Arizona,Football,-1,0.21266247730962656,0.7873374626903735
Christmas,Patrick Mahomes,-1,0.38542744015595326,0.6145725508440467
Christmas,Sports Figures,-1,0.38542744015595326,0.6145725508440467
Holidays,Patrick Mahomes,-1,0.38542744015595326,0.6145725508440467
Holidays,Sports Figures,-1,0.38542744015595326,0.6145725508440467
Patrick Mahomes,Sports Figures,-1,0.38542744015595326,0.6145725508440467
Football,Tampa Bay Buccaneers,-4,0.8642371343554706,2.1357628066445296
Football,Tom Brady,-2,0.050176826378116365,0.9498231006218837
NFL,Tampa Bay Buccaneers,-4,0.8642371343554706,2.1357628066445296
NFL,Tom Brady,-2,0.050176826378116365,0.9498231006218837
Sports Figures,Tampa Bay Buccaneers,-3,0.12102516508453755,1.8789747759154625
Tampa Bay Buccaneers,Tom Brady,-2,0.050176826378116365,0.9498231006218837
Arkansas,Utah,1,0.6928146473986365,0.3071853726013636
Arkansas,Football,1,0.6928146473986365,0.3071853726013636
Football,Utah,1,0.6928146473986365,0.3071853726013636
Coronavirus,NFL,-2,0.20081221649009023,1.7991877935099096
Holidays,NYE,-5,1.1895009874605462,2.810499022539454
Holidays,Instagram,-2,0.5060874532253506,1.4939125467746497
Instagram,NYE,-2,0.5060874532253506,1.4939125467746497
Music,Paul McCartney,-1,0.27112345732282866,0.7288764956771713
Music,The Beatles,-1,0.27112345732282866,0.7288764956771713
Paul McCartney,The Beatles,-1,0.27112345732282866,0.7288764956771713
Coronavirus,United Kingdom,-3,0.6510411681572454,2.3489588628427542
Ivanka Trump,Trump,-1,0.32547144531656785,0.6745285966834322
NASA,Volcanoes,-1,0.12512720354492665,0.8748728144550733
Space,Volcanoes,-1,0.12512720354492665,0.8748728144550733
Christmas,Music,1,0.8976297348009316,0.10237021819906839
Minnesota,Music,1,0.8976297348009316,0.10237021819906839
Music,St. Paul,1,0.8976297348009316,0.10237021819906839
Christmas,Minnesota,1,0.8976297348009316,0.10237021819906839
Christmas,St. Paul,1,0.8976297348009316,0.10237021819906839
Holidays,Minnesota,1,0.8976297348009316,0.10237021819906839
Holidays,St. Paul,1,0.8976297348009316,0.10237021819906839
Minnesota,St. Paul,1,0.8976297348009316,0.10237021819906839
China,Volcanoes,1,0.5014562626433434,0.4985437373566565
Football,Illinois,7,3.9276621756667893,2.072337879333211
Food & Drink,New York,1,0.6349219854408739,0.3650780145591262
Instagram,The Masked Singer,-1,0.062139767348272174,0.9378602036517277
Instagram,TV,-1,0.062139767348272174,0.9378602036517277
Dennis Quaid,Movies,1,0.673952116663341,0.326047863336659
Football,Super Bowl,-10,4.123006609286615,5.876993527713385
Coronavirus,Media,-1,0.16899462614637675,0.8310054168536233
Coronavirus,GOP,-1,0.028600981040628873,0.9713990289593712
GOP,New York,-1,0.028600981040628873,0.9713990289593712
Drake,NFL,1,0.5327857395243709,0.46721427747562916
NFL,Super Bowl,-5,2.2208747580777777,2.7791252779222226
Insurance,NFL,1,0.5327857395243709,0.46721427747562916
NFL,State Farm,1,0.5327857395243709,0.46721427747562916
Drake,Football,1,0.5327857395243709,0.46721427747562916
Drake,Super Bowl,1,0.5327857395243709,0.46721427747562916
Drake,Insurance,1,0.5327857395243709,0.46721427747562916
Drake,State Farm,1,0.5327857395243709,0.46721427747562916
Football,Insurance,1,0.5327857395243709,0.46721427747562916
Football,State Farm,1,0.5327857395243709,0.46721427747562916
Insurance,Super Bowl,1,0.5327857395243709,0.46721427747562916
State Farm,Super Bowl,1,0.5327857395243709,0.46721427747562916
Insurance,State Farm,1,0.5327857395243709,0.46721427747562916
College Sports,Pennsylvania State University,-1,0.23870897101155225,0.7612910629884477
College Sports,Oregon State University,-1,0.23870897101155225,0.7612910629884477
Oregon State University,Pennsylvania State University,-1,0.23870897101155225,0.7612910629884477
AstraZeneca,Coronavirus,-3,1.16578727395849,1.8342127360415101
CVS,Coronavirus,2,1.722671335648256,0.27732866935174394
Academia,Coronavirus,1,0.6675986719199594,0.33240127108004075
Coronavirus,Kroger,2,1.6939849510477976,0.30601504395220247
Coronavirus,Walgreens,-2,0.8259042363226357,1.1740957226773643
Coronavirus,Walmart,1,0.8120681056729562,0.18793192732704384
CVS,Kroger,1,0.8120681056729562,0.18793192732704384
CVS,Walgreens,1,0.8120681056729562,0.18793192732704384
CVS,Walmart,1,0.8120681056729562,0.18793192732704384
Kroger,Walgreens,1,0.8120681056729562,0.18793192732704384
Kroger,Walmart,1,0.8120681056729562,0.18793192732704384
Walgreens,Walmart,1,0.8120681056729562,0.18793192732704384
Football,Steve Sarkisian,2,1.6468005667509136,0.3531994522490862
Alabama,Steve Sarkisian,1,0.838943291444569,0.1610567525554308
Alabama,Sports Figures,1,0.838943291444569,0.1610567525554308
Sports Figures,Steve Sarkisian,2,1.6468005667509136,0.3531994522490862
Buffalo Sabres,Hockey,-1,0.019283949865865364,0.9807161671341347
Buffalo Sabres,NHL,-1,0.019283949865865364,0.9807161671341347
Buffalo Sabres,Coronavirus,-1,0.019283949865865364,0.9807161671341347
Coronavirus,Hockey,-1,0.019283949865865364,0.9807161671341347
Coronavirus,NHL,-1,0.019283949865865364,0.9807161671341347
Coronavirus,Cruise Lines,-1,0.35268458445776824,0.6473154385422317
Aaron Rodgers,Football,-2,0.5802619886322067,1.4197379993677934
Football,Green Bay Packers,7,2.7186749749299968,2.281324903070003
Football,Shailene Woodley,-1,0.2401248919122015,0.7598750940877985
Aaron Rodgers,Sports Figures,-2,0.5802619886322067,1.4197379993677934
Aaron Rodgers,Green Bay Packers,-1,0.2401248919122015,0.7598750940877985
Aaron Rodgers,NFL,-1,0.2401248919122015,0.7598750940877985
Aaron Rodgers,Shailene Woodley,-1,0.2401248919122015,0.7598750940877985
Green Bay Packers,Sports Figures,-1,0.2401248919122015,0.7598750940877985
Shailene Woodley,Sports Figures,-1,0.2401248919122015,0.7598750940877985
Green Bay Packers,NFL,7,2.7186749749299968,2.281324903070003
Green Bay Packers,Shailene Woodley,-1,0.2401248919122015,0.7598750940877985
NFL,Shailene Woodley,-1,0.2401248919122015,0.7598750940877985
Steve Sarkisian,Texas,1,0.8078572753063445,0.19214269969365538
Sports Figures,Texas,1,0.8078572753063445,0.19214269969365538
Football,Tennessee,1,0.9085385111249755,0.09146147787502451
Basketball,Minnesota,-1,0.05468984480308603,0.945310092196914
Academia,NFL,-2,0.25912934173844804,0.740870682261552
NFL,USC,-1,0.25912934173844804,0.740870682261552
Coronavirus,Wyoming,-1,0.2630711976217881,0.736928821378212
Chicago,NFL,6,2.924681065433249,2.075318907566751
Illinois,NFL,5,2.4765144157272894,1.523485609272711
Chicago Bears,NFL,7,3.048750654934183,2.951249274065817
Chicago,Illinois,21,7.336271699432606,5.663728255567393
Chicago,Chicago Bears,6,2.924681065433249,2.075318907566751
Chicago,Football,6,2.924681065433249,2.075318907566751
Chicago Bears,Illinois,5,2.4765144157272894,1.523485609272711
Chicago Bears,Football,7,3.048750654934183,2.951249274065817
Motorsports,NASCAR,-1,0.14536944893835133,0.8546305850616488
Football,Virginia,1,0.8307923511459192,0.16920766485408073
Academia,Virginia,2,1.791486808685431,0.20851327931456892
College Sports,NFL,1,0.5474740477331334,0.4525259842668667
Basketball,Memphis,2,1.7356020936804522,0.26439783731954786
Basketball,Tennessee,2,1.7356020936804522,0.26439783731954786
Memphis,Tennessee,3,2.2016436996718416,0.7983562313281585
Baseball,College Sports,1,0.5473820182868282,0.45261801671317176
College Sports,Louisiana,1,0.5473820182868282,0.45261801671317176
College Sports,Mississippi,1,0.5473820182868282,0.45261801671317176
Baseball,Louisiana,1,0.5473820182868282,0.45261801671317176
Baseball,Mississippi,1,0.5473820182868282,0.45261801671317176
Louisiana,Mississippi,1,0.5473820182868282,0.45261801671317176
Cincinnati,Cincinnati Bengals,3,1.6658549621417496,1.33414514785825
Cincinnati,Football,3,1.6658549621417496,1.33414514785825
Cincinnati,NFL,3,1.6658549621417496,1.33414514785825
Cincinnati,Nutrition,-1,0.30202561429505903,0.6979744157049408
Cincinnati Bengals,Football,-4,1.9088456316927178,2.091154448307282
Cincinnati Bengals,NFL,-4,1.9088456316927178,2.091154448307282
Cincinnati Bengals,Nutrition,-1,0.30202561429505903,0.6979744157049408
Football,Nutrition,-1,0.30202561429505903,0.6979744157049408
NFL,Nutrition,-1,0.30202561429505903,0.6979744157049408
Basketball,Pennsylvania State University,4,2.05797085266311,1.9420291113368902
Maryland,Pennsylvania State University,-1,0.12814175736979241,0.8718581756302075
Basketball,Big Ten,2,1.2850478249459358,0.7149521800540642
Movies,NFL,-1,0.49250786541077646,0.5074922095892234
NFL,Reviews,-1,0.49250786541077646,0.5074922095892234
Basketball,March Madness,3,1.9969401644194016,1.0030597895805986
March Madness,NBA,1,0.6724032161448079,0.327596757855192
Instagram,NFL,1,0.6477908762081329,0.3522091237918671
Alex Rodriguez,Jennifer Lopez,-1,0.4853619613171253,0.5146380646828747
American Idol,TV,-1,0.40158456740296067,0.5984154365970392
AstraZeneca,India,-1,0.1933993832281598,0.8066006067718402
Coronavirus,India,-2,0.4958929471523028,1.5041070848476972
Basketball,College Sports,5,2.8374894773163186,2.162510579683681
Arkansas,Basketball,-1,0.21526632445777574,0.7847336615422242
Basketball,Texas,-1,0.21526632445777574,0.7847336615422242
Arkansas,Texas,-2,0.28333771775578076,1.7166622762442192
College Sports,Texas,1,0.7544775369122703,0.2455224990877298
Kristen Stewart,Movies,1,0.5446378985286016,0.4553621344713985
Kristen Stewart,Princess Diana,1,0.5446378985286016,0.4553621344713985
Kristen Stewart,Royal Family,1,0.5446378985286016,0.4553621344713985
Movies,Princess Diana,1,0.5446378985286016,0.4553621344713985
Movies,Royal Family,1,0.5446378985286016,0.4553621344713985
Princess Diana,Royal Family,2,1.0373480470156997,0.9626519619843001
European Union,United Kingdom,-2,0.09020515870407533,1.9097949722959249
Coronavirus,European Union,-1,0.011044513804552562,0.9889555971954475
Massachusetts,Supreme Court,-1,0.1676798014517047,0.8323202085482952
Boston Marathon,Massachusetts,-1,0.1676798014517047,0.8323202085482952
Boston Marathon,Supreme Court,-1,0.1676798014517047,0.8323202085482952
Gaming,PS4,3,1.6347733628388246,1.3652266311611754
Microsoft,PS4,2,1.518712517406449,0.4812874665935508
PS4,Xbox,2,1.518712517406449,0.4812874665935508
Prince William,Royal Family,-2,0.407078113926346,1.592921826073654
Prince William,Russia,-1,0.36949203260876606,0.6305079623912337
Prince William,Vladimir Putin,-1,0.36949203260876606,0.6305079623912337
Prince William,Stanley Tucci,-1,0.36949203260876606,0.6305079623912337
Royal Family,Russia,-1,0.36949203260876606,0.6305079623912337
Royal Family,Vladimir Putin,-1,0.36949203260876606,0.6305079623912337
Royal Family,Stanley Tucci,-1,0.36949203260876606,0.6305079623912337
Russia,Vladimir Putin,-4,0.5923937549948803,3.4076061780051194
Russia,Stanley Tucci,-1,0.36949203260876606,0.6305079623912337
Stanley Tucci,Vladimir Putin,-1,0.36949203260876606,0.6305079623912337
Coronavirus,Pennsylvania,1,0.6804895064696712,0.31951047353032863
Olympics,Pennsylvania State University,-1,0.41464575395298675,0.5853542610470133
Electric Vehicles,Green Energy,6,3.3838817637786685,1.6161182702213317
Green Energy,Mercedes-Benz,-1,0.4233053023325286,0.5766947036674714
Electric Vehicles,Mercedes-Benz,-1,0.4233053023325286,0.5766947036674714
Boris Johnson,Portugal,-1,0.36937296110928436,0.6306269838907156
Boris Johnson,Traffic,-1,0.36937296110928436,0.6306269838907156
Portugal,United Kingdom,-1,0.36937296110928436,0.6306269838907156
Traffic,United Kingdom,-1,0.36937296110928436,0.6306269838907156
Portugal,Traffic,-1,0.36937296110928436,0.6306269838907156
Homelessness,Social Issues,2,1.1142381023440562,0.885761937655944
Homelessness,Pandora,1,0.63686665617897,0.36313338382103
Pandora,Social Issues,1,0.63686665617897,0.36313338382103
Christianity,Football,1,0.646460335245153,0.353539644754847
Christianity,Illinois,1,0.646460335245153,0.353539644754847
CDC,Illinois,-1,0.023255577619316996,0.976744447380683
Coronavirus,Illinois,-1,0.023255577619316996,0.976744447380683
Baseball,Chicago Cubs,-2,0.9339142032161153,1.066085765783885
Baseball,MLB,-33,13.709336904808046,18.29066315619195
Baseball,Chicago,-2,0.9339142032161153,1.066085765783885
Baseball,Illinois,-2,0.9339142032161153,1.066085765783885
Baseball,Javier Baez,1,0.6932567198067674,0.3067432351932327
Baseball,Sports Figures,-6,2.949585103723541,3.0504148842764582
Chicago Cubs,MLB,-2,0.9339142032161153,1.066085765783885
Chicago,Chicago Cubs,-2,0.9339142032161153,1.066085765783885
Chicago Cubs,Illinois,-2,0.9339142032161153,1.066085765783885
Chicago Cubs,Javier Baez,1,0.6932567198067674,0.3067432351932327
Chicago Cubs,Sports Figures,1,0.6932567198067674,0.3067432351932327
Chicago,MLB,-2,0.9339142032161153,1.066085765783885
Illinois,MLB,-2,0.9339142032161153,1.066085765783885
Javier Baez,MLB,1,0.6932567198067674,0.3067432351932327
MLB,Sports Figures,-3,1.4028477977906544,1.5971521672093456
Chicago,Javier Baez,1,0.6932567198067674,0.3067432351932327
Chicago,Sports Figures,-3,0.7552494087989395,1.2447505802010606
Illinois,Javier Baez,1,0.6932567198067674,0.3067432351932327
Illinois,Sports Figures,-3,0.7552494087989395,1.2447505802010606
Javier Baez,Sports Figures,1,0.6932567198067674,0.3067432351932327
Basketball,Oklahoma,-1,0.3305242242102608,0.6694757727897392
Food & Drink,Starbucks,1,0.860482441878849,0.13951753912115106
Basketball,Charlotte,-1,0.2940596730298143,0.7059403249701856
Basketball,North Carolina,-1,0.2940596730298143,0.7059403249701856
Charlotte,North Carolina,-1,0.2940596730298143,0.7059403249701856
Coronavirus,Pfizer,-1,0.013836130649679524,0.9861637953503204
Pfizer,Walgreens,-1,0.013836130649679524,0.9861637953503204
Cruise Lines,United Kingdom,1,0.8416644928895196,0.15833546211048038
South Carolina,Tornadoes,-1,0.04668351708976709,0.9533164729102329
College Sports,Illinois,1,0.7939507791959022,0.20604922480409782
Baseball,Softball,1,0.888918230392437,0.11108181960756286
Airlines,Boeing,4,2.65771045545995,1.34228941654005
Aviation,Boeing,4,2.65771045545995,1.34228941654005
Football,Prince William,-1,0.037586081317579956,0.9624138636824201
Football,Royal Family,-1,0.037586081317579956,0.9624138636824201
European Football,Football,-12,4.91191526748876,7.08808469051124
Football,United Kingdom,6,2.5791886400324127,2.420811379967587
Football,Minnesota,2,1.5366520085829642,0.4633480244170358
Minnesota,NFL,1,0.6894958678335225,0.31050415516647756
Florida,Jacksonville,-2,0.16926700946068418,1.8307330125393158
Florida,NFL,-3,0.18144445842516127,1.8185554655748386
Florida,Jacksonville Jaguars,-1,0.1312676320470449,0.868732364952955
Florida,Ohio,-1,0.1312676320470449,0.868732364952955
Football,Jacksonville,-1,0.1312676320470449,0.868732364952955
Jacksonville,NFL,-1,0.1312676320470449,0.868732364952955
Jacksonville,Jacksonville Jaguars,-1,0.1312676320470449,0.868732364952955
Jacksonville,Ohio,-1,0.1312676320470449,0.868732364952955
Football,Jacksonville Jaguars,-1,0.1312676320470449,0.868732364952955
Jacksonville Jaguars,NFL,-1,0.1312676320470449,0.868732364952955
Jacksonville Jaguars,Ohio,-1,0.1312676320470449,0.868732364952955
Football,Houston Texans,-2,0.744815388352335,1.2551846016476649
Football,Houston,-2,0.744815388352335,1.2551846016476649
Houston Texans,NFL,-2,0.744815388352335,1.2551846016476649
Houston,Houston Texans,-2,0.744815388352335,1.2551846016476649
Houston Texans,Texas,-2,0.744815388352335,1.2551846016476649
Houston,NFL,-2,0.744815388352335,1.2551846016476649
NFL,Texas,-2,0.744815388352335,1.2551846016476649
Houston,Texas,-5,1.748104221719061,2.2518957882809394
Basketball,Louisiana State University,1,0.8987400080481371,0.10126000395186283
Basketball,Vietnam,-1,0.06312284139688654,0.9368771836031136
Basketball,Vietnam War,-1,0.06312284139688654,0.9368771836031136
Vietnam,Vietnam War,-1,0.06312284139688654,0.9368771836031136
Pennsylvania,Supreme Court,-1,0.04928773367473657,0.9507123363252634
Barcelona,Spain,-3,0.7221757152492738,2.2778242577507264
Barcelona,Formula 1,1,0.6851526167254041,0.314847333274596
Barcelona,Motorsports,1,0.6851526167254041,0.314847333274596
Formula 1,Spain,1,0.6851526167254041,0.314847333274596
Motorsports,Spain,1,0.6851526167254041,0.314847333274596
Formula 1,Motorsports,-13,4.164989724159269,6.835010110840731
Piers Morgan,TV,-1,0.21762621875411495,0.7823737312458849
Cannabis,Social Issues,-14,3.8505855796017263,10.149414208398275
Food & Drink,Recipes,2,1.2305664282322744,0.7694335467677256
Green Energy,Illinois,1,0.9887621185672683,0.011237873432731686
Electric Vehicles,Illinois,1,0.9887621185672683,0.011237873432731686
Bruno Mars,Las Vegas,1,0.516922769482672,0.48307723651732803
Bruno Mars,Nevada,1,0.516922769482672,0.48307723651732803
Las Vegas,Nevada,-4,1.1812108351445783,1.8187891428554217
Crime,Nutrition,-1,0.05952315148272143,0.9404769185172785
Harry Potter,Warner Bros,1,0.8763864122696281,0.12361350773037197
Chicago,Hockey,2,0.5332447848917228,0.4667551951082773
Hockey,Illinois,2,0.5332447848917228,0.4667551951082773
Chicago Blackhawks,Hockey,1,0.5332447848917228,0.4667551951082773
Chicago,Chicago Blackhawks,1,0.5332447848917228,0.4667551951082773
Chicago,NHL,2,0.5332447848917228,0.4667551951082773
Chicago Blackhawks,Illinois,1,0.5332447848917228,0.4667551951082773
Illinois,NHL,2,0.5332447848917228,0.4667551951082773
Chicago Blackhawks,NHL,1,0.5332447848917228,0.4667551951082773
Illinois,Supreme Court,-1,0.3258520572022472,0.6741479327977529
Airlines,Turkey,1,0.9358499191795905,0.06415010782040957
Airlines,Turkish,1,0.9358499191795905,0.06415010782040957
Aviation,Turkey,1,0.9358499191795905,0.06415010782040957
Aviation,Turkish,1,0.9358499191795905,0.06415010782040957
Turkey,Turkish,1,0.9358499191795905,0.06415010782040957
Cruise Lines,NYC,1,0.770161714250765,0.22983827474923502
Coronavirus,Social Issues,-3,0.5083288184125788,1.491671316587421
Israel,Lindsey Graham,-1,0.35647978499174804,0.643520225008252
Crime,Football,-1,0.01947582579398306,0.980524180206017
Altcoins,Cryptocurrency,-4,1.1341431403367872,1.8658569056632128
Altcoins,Ethereum,-2,0.23157646568884627,1.7684235603111538
Altcoins,Blockchain,-1,0.11998843078283603,0.8800115232171639
Cryptocurrency,Ethereum,-2,0.23157646568884627,1.7684235603111538
Blockchain,Cryptocurrency,-2,0.1889636217008062,1.8110363762991937
Blockchain,Ethereum,-1,0.11998843078283603,0.8800115232171639
Olympics,Tokyo,-2,0.27761284843708284,1.7223871165629172
Avengers,Disney,1,0.6017876358353483,0.3982123961646516
California,LGBTQ,1,0.779009606980215,0.220990435019785
California,Social Issues,1,0.779009606980215,0.220990435019785
California,Shopping,1,0.779009606980215,0.220990435019785
LGBTQ,Los Angeles,1,0.779009606980215,0.220990435019785
Los Angeles,Social Issues,1,0.779009606980215,0.220990435019785
Los Angeles,Shopping,1,0.779009606980215,0.220990435019785
LGBTQ,Shopping,1,0.779009606980215,0.220990435019785
Shopping,Social Issues,1,0.779009606980215,0.220990435019785
Racial Injustice,Supreme Court,-1,0.2782893246109336,0.7217106653890663
Social Issues,Supreme Court,-4,1.1764465000757256,2.8235534949242744
Cleveland,Golf,1,0.8816068563383082,0.1183931356616919
Golf,Ohio,1,0.8816068563383082,0.1183931356616919
5G,Coronavirus,-1,0.04996185336109322,0.9500381466389067
Business Leaders,Detroit,1,0.8057422805379748,0.19425776346202506
Business Leaders,Michigan,1,0.8057422805379748,0.19425776346202506
Business Leaders,Markets,5,3.415551741230745,1.584448300769255
Detroit,Markets,1,0.8057422805379748,0.19425776346202506
Markets,Michigan,1,0.8057422805379748,0.19425776346202506
Gene Simmons,Music,-1,0.19480034367779422,0.8051996333222058
Style,Zara,-3,0.6791198016185875,1.3208802183814126
Documentaries,Music,-1,0.49892589287442873,0.5010740771255713
Elephants,Wildlife,-4,1.4703206914100957,2.529679315589904
Cristiano Ronaldo,Germany,-1,0.4518738625347799,0.5481261374652201
Cristiano Ronaldo,Portugal,-1,0.4518738625347799,0.5481261374652201
Germany,Sports Figures,-1,0.4518738625347799,0.5481261374652201
Portugal,Sports Figures,-1,0.4518738625347799,0.5481261374652201
Germany,Portugal,-1,0.4518738625347799,0.5481261374652201
NCIS,TV,-1,0.14083819580280393,0.8591617981971962
Coronavirus,UN Climate Change Conference,1,0.9782214816132848,0.021778539386715097
Activism,Theater,-1,0.09168723338465032,0.9083127516153497
Basketball,Miami,1,0.9348306592159499,0.06516937578405015
Big Ten,Florida,1,0.9348306592159499,0.06516937578405015
